first_contact_date,proposal_date,follow_up_count,deal_size,closure_date,proposal_delay_days,closure_duration_days,follow_up_frequency,closure_category
2023-11-14,2023-11-27,11,21830534,2024-01-23,13,70,0.15714285714285714,Medium
2023-11-16,2023-12-03,7,97867445,2024-02-24,17,100,0.07,Medium
2023-08-26,2023-08-27,12,31768613,2024-05-16,1,264,0.045454545454545456,Slow
2023-02-14,2023-02-24,11,10561865,2023-12-21,10,310,0.035483870967741936,Slow
2023-03-24,2023-04-06,2,40384899,2023-05-12,13,49,0.04081632653061224,Medium
2023-04-11,2023-04-28,12,57638972,2023-09-27,17,169,0.07100591715976332,Slow
2023-11-11,2023-11-19,7,66548392,2024-07-26,8,258,0.027131782945736434,Slow
2024-08-16,2024-08-26,10,42063647,2025-08-09,10,358,0.027932960893854747,Slow
2024-01-14,2024-01-15,3,54865737,2024-08-17,1,216,0.013888888888888888,Slow
2024-04-05,2024-04-12,10,51144609,2024-11-29,7,238,0.04201680672268908,Slow
2023-05-22,2023-05-27,6,8398600,2023-08-29,5,99,0.06060606060606061,Medium
2024-02-13,2024-03-02,1,72483488,2024-11-29,18,290,0.0034482758620689655,Slow
2024-07-28,2024-08-16,10,1303473,2025-02-03,19,190,0.05263157894736842,Slow
2024-05-15,2024-05-21,11,73224770,2024-08-08,6,85,0.12941176470588237,Medium
2024-01-16,2024-02-01,5,28207307,2024-12-21,16,340,0.014705882352941176,Slow
2024-05-27,2024-06-05,3,49075269,2025-02-14,9,263,0.011406844106463879,Slow
2023-06-08,2023-06-17,3,58993445,2024-06-07,9,365,0.00821917808219178,Slow
2024-06-04,2024-06-24,5,64134334,2025-02-06,20,247,0.020242914979757085,Slow
2023-08-05,2023-08-11,8,78202307,2024-07-25,6,355,0.022535211267605635,Slow
2023-02-15,2023-02-25,12,2635373,2023-12-11,10,299,0.04013377926421405,Slow
2024-03-29,2024-04-09,9,48571883,2024-12-12,11,258,0.03488372093023256,Slow
2024-03-29,2024-04-12,6,5335042,2024-10-15,14,200,0.03,Slow
2024-02-24,2024-03-15,7,52332821,2024-07-08,20,135,0.05185185185185185,Slow
2024-02-03,2024-02-13,11,17931004,2024-12-11,10,312,0.035256410256410256,Slow
2024-01-27,2024-02-12,7,75567703,2024-07-16,16,171,0.04093567251461988,Slow
2024-06-28,2024-07-05,12,68437589,2025-07-21,7,388,0.030927835051546393,Slow
2023-04-24,2023-05-12,6,52126146,2024-01-11,18,262,0.022900763358778626,Slow
2023-03-24,2023-04-10,10,3165255,2023-11-27,17,248,0.04032258064516129,Slow
2023-11-26,2023-12-10,8,54403924,2024-06-29,14,216,0.037037037037037035,Slow
2024-06-03,2024-06-11,12,29363057,2024-08-10,8,68,0.17647058823529413,Medium
2024-03-06,2024-03-07,2,14039276,2024-05-30,1,85,0.023529411764705882,Medium
2024-08-19,2024-09-03,5,81515856,2025-08-23,15,369,0.013550135501355014,Slow
2023-01-27,2023-02-13,5,16520278,2023-06-03,17,127,0.03937007874015748,Slow
2023-01-19,2023-01-28,11,63990693,2023-12-25,9,340,0.03235294117647059,Slow
2023-05-04,2023-05-16,8,53432944,2023-06-14,12,41,0.1951219512195122,Medium
2023-03-30,2023-03-31,4,77035158,2023-12-01,1,246,0.016260162601626018,Slow
2024-01-18,2024-02-03,3,24751378,2024-12-01,16,318,0.009433962264150943,Slow
2024-08-07,2024-08-17,6,4675900,2024-11-29,10,114,0.05263157894736842,Medium
2023-01-17,2023-01-21,8,17182459,2023-12-21,4,338,0.023668639053254437,Slow
2023-08-25,2023-09-04,4,46450902,2023-11-04,10,71,0.056338028169014086,Medium
2024-04-11,2024-04-29,11,52945228,2024-06-07,18,57,0.19298245614035087,Medium
2024-06-13,2024-06-21,1,18471458,2024-09-02,8,81,0.012345679012345678,Medium
2023-07-09,2023-07-13,7,58352031,2024-07-21,4,378,0.018518518518518517,Slow
2024-06-29,2024-07-14,9,14605669,2025-03-08,15,252,0.03571428571428571,Slow
2024-02-12,2024-02-16,5,43367675,2024-05-12,4,90,0.05555555555555555,Medium
2024-01-01,2024-01-07,6,25948607,2024-07-01,6,182,0.03296703296703297,Slow
2024-05-29,2024-06-10,6,19589820,2025-05-17,12,353,0.0169971671388102,Slow
2024-06-14,2024-06-22,7,11661953,2024-07-19,8,35,0.2,Medium
2023-04-19,2023-05-05,8,1407868,2024-02-09,16,296,0.02702702702702703,Slow
2024-08-15,2024-08-29,5,72214749,2025-04-08,14,236,0.0211864406779661,Slow
2024-06-20,2024-06-28,6,41114468,2025-02-18,8,243,0.024691358024691357,Slow
2023-12-01,2023-12-18,11,95627262,2024-06-23,17,205,0.05365853658536585,Slow
2023-02-10,2023-02-22,9,2587694,2023-03-02,12,20,0.45,Fast
2023-07-28,2023-08-16,6,36793830,2024-03-03,19,219,0.0273972602739726,Slow
2023-05-11,2023-05-12,4,26927078,2023-09-24,1,136,0.029411764705882353,Slow
2024-06-24,2024-07-10,10,45596029,2024-09-03,16,71,0.14084507042253522,Medium
2024-01-25,2024-02-01,2,83859224,2024-08-17,7,205,0.00975609756097561,Slow
2023-06-17,2023-06-30,1,34657482,2023-08-08,13,52,0.019230769230769232,Medium
2023-01-08,2023-01-16,10,94412340,2023-02-24,8,47,0.2127659574468085,Medium
2023-08-06,2023-08-19,3,28220511,2023-10-29,13,84,0.03571428571428571,Medium
2024-02-02,2024-02-05,4,7773417,2024-05-03,3,91,0.04395604395604396,Medium
2024-05-07,2024-05-22,1,9438206,2025-01-24,15,262,0.003816793893129771,Slow
2023-01-01,2023-01-16,8,89027469,2023-10-23,15,295,0.02711864406779661,Slow
2024-07-25,2024-08-03,9,38513975,2025-01-02,9,161,0.055900621118012424,Slow
2023-09-18,2023-10-01,3,46144708,2024-05-11,13,236,0.012711864406779662,Slow
2024-08-18,2024-08-31,10,63066882,2025-03-19,13,213,0.046948356807511735,Slow
2024-01-01,2024-01-12,11,39204929,2024-10-08,11,281,0.03914590747330961,Slow
2023-01-01,2023-01-06,3,75434229,2023-01-21,5,20,0.15,Fast
2023-09-21,2023-09-25,5,61197378,2024-05-09,4,231,0.021645021645021644,Slow
2024-04-04,2024-04-16,11,18108214,2025-01-09,12,280,0.039285714285714285,Slow
2024-08-18,2024-08-22,5,47585591,2025-05-30,4,285,0.017543859649122806,Slow
2024-05-05,2024-05-19,1,18668055,2024-08-10,14,97,0.010309278350515464,Medium
2024-03-25,2024-04-06,3,46585545,2025-04-02,12,373,0.00804289544235925,Slow
2024-05-20,2024-05-28,3,1691812,2024-06-25,8,36,0.08333333333333333,Medium
2024-06-12,2024-06-18,8,40709272,2024-09-29,6,109,0.07339449541284404,Medium
2023-07-15,2023-07-31,2,8155321,2024-04-03,16,263,0.0076045627376425855,Slow
2023-08-24,2023-09-10,11,27803464,2023-09-15,17,22,0.5,Fast
2023-04-19,2023-04-27,7,2489313,2023-08-07,8,110,0.06363636363636363,Medium
2024-05-21,2024-06-03,5,55517739,2025-01-26,13,250,0.02,Slow
2023-11-02,2023-11-06,11,53321085,2024-08-09,4,281,0.03914590747330961,Slow
2023-06-08,2023-06-26,2,75335602,2024-03-12,18,278,0.007194244604316547,Slow
2024-04-19,2024-04-26,8,21273892,2024-06-01,7,43,0.18604651162790697,Medium
2023-02-19,2023-03-04,5,30767292,2023-12-31,13,315,0.015873015873015872,Slow
2023-01-20,2023-01-21,10,24687589,2023-04-27,1,97,0.10309278350515463,Medium
2023-12-04,2023-12-10,12,27022921,2023-12-21,6,17,0.7058823529411765,Fast
2023-09-24,2023-10-06,9,24820590,2024-08-15,12,326,0.027607361963190184,Slow
2024-01-10,2024-01-21,1,79123063,2024-04-14,11,95,0.010526315789473684,Medium
2023-07-17,2023-07-21,7,40816406,2024-06-26,4,345,0.020289855072463767,Slow
2023-12-24,2023-12-28,5,62996364,2024-03-29,4,96,0.052083333333333336,Medium
2024-06-12,2024-06-22,3,87996804,2025-01-08,10,210,0.014285714285714285,Slow
2024-02-27,2024-03-09,11,53314203,2024-12-20,11,297,0.037037037037037035,Slow
2023-08-01,2023-08-17,4,78499187,2024-02-26,16,209,0.019138755980861243,Slow
2024-02-08,2024-02-13,3,86293039,2024-11-07,5,273,0.01098901098901099,Slow
2023-06-06,2023-06-24,12,32892000,2023-12-16,18,193,0.06217616580310881,Slow
2024-07-21,2024-07-22,10,88492553,2025-05-06,1,289,0.03460207612456748,Slow
2024-06-11,2024-07-01,11,40029873,2024-12-04,20,176,0.0625,Slow
2024-03-03,2024-03-18,4,32410931,2024-06-01,15,90,0.044444444444444446,Medium
2024-07-30,2024-08-07,2,12377780,2025-06-05,8,310,0.0064516129032258064,Slow
2023-03-06,2023-03-15,3,84772133,2024-03-21,9,381,0.007874015748031496,Slow
2023-10-08,2023-10-18,11,19685745,2024-01-30,10,114,0.09649122807017543,Medium
2024-07-12,2024-07-24,10,30427902,2025-06-11,12,334,0.029940119760479042,Slow
2024-01-06,2024-01-21,4,35446502,2024-08-02,15,209,0.019138755980861243,Slow
2023-07-15,2023-08-03,11,6185269,2023-09-04,19,51,0.21568627450980393,Medium
2023-05-02,2023-05-19,6,31341665,2023-12-16,17,228,0.02631578947368421,Slow
2024-08-20,2024-09-01,9,94056736,2024-10-01,12,42,0.21428571428571427,Medium
2024-05-30,2024-06-14,3,31858734,2024-09-06,15,99,0.030303030303030304,Medium
2024-08-05,2024-08-17,9,97645726,2025-03-30,12,237,0.0379746835443038,Slow
2024-02-12,2024-02-24,4,89087112,2024-07-26,12,165,0.024242424242424242,Slow
2024-03-28,2024-04-07,9,79771075,2024-11-28,10,245,0.036734693877551024,Slow
2024-06-22,2024-07-02,2,32217207,2024-12-23,10,184,0.010869565217391304,Slow
2023-06-29,2023-07-14,7,5515078,2023-09-01,15,64,0.109375,Medium
2024-03-14,2024-03-17,4,4188569,2025-03-01,3,352,0.011363636363636364,Slow
2023-07-09,2023-07-15,10,43334186,2024-04-18,6,284,0.035211267605633804,Slow
2024-07-29,2024-08-16,8,89312572,2024-09-06,18,39,0.20512820512820512,Medium
2024-04-13,2024-04-20,2,70729894,2024-07-13,7,91,0.02197802197802198,Medium
2023-01-27,2023-02-06,12,17786915,2023-04-22,10,85,0.1411764705882353,Medium
2023-02-15,2023-02-22,4,92059345,2024-01-30,7,349,0.011461318051575931,Slow
2024-06-18,2024-06-22,7,76866695,2025-05-06,4,322,0.021739130434782608,Slow
2023-05-09,2023-05-14,4,53834198,2023-11-16,5,191,0.020942408376963352,Slow
2023-11-29,2023-12-08,2,21438709,2024-08-02,9,247,0.008097165991902834,Slow
2023-06-30,2023-07-08,3,45733076,2024-08-02,8,399,0.007518796992481203,Slow
2024-01-20,2024-01-24,3,87587219,2024-08-08,4,201,0.014925373134328358,Slow
2024-06-21,2024-06-25,8,45268886,2024-07-17,4,26,0.3076923076923077,Fast
2023-10-21,2023-11-02,7,80679676,2024-07-05,12,258,0.027131782945736434,Slow
2023-02-01,2023-02-05,12,83333440,2023-04-27,4,85,0.1411764705882353,Medium
2024-08-18,2024-08-20,3,54841466,2025-02-26,2,192,0.015625,Slow
2023-05-28,2023-05-31,8,63809396,2024-04-15,3,323,0.02476780185758514,Slow
2023-08-31,2023-09-10,7,1540899,2024-07-31,10,335,0.020895522388059702,Slow
2024-07-08,2024-07-13,8,71522929,2025-07-13,5,370,0.021621621621621623,Slow
2023-07-14,2023-07-18,12,59205742,2023-12-09,4,148,0.08108108108108109,Slow
2023-08-15,2023-08-25,10,95917346,2024-08-12,10,363,0.027548209366391185,Slow
2023-01-18,2023-01-26,5,99252684,2023-04-14,8,86,0.05813953488372093,Medium
2023-12-21,2024-01-06,4,60053595,2024-05-02,16,133,0.03007518796992481,Slow
2023-09-02,2023-09-13,9,62046870,2023-10-16,11,44,0.20454545454545456,Medium
2024-05-26,2024-06-06,3,89517869,2025-02-05,11,255,0.011764705882352941,Slow
2023-08-11,2023-08-14,11,23115457,2024-02-24,3,197,0.05583756345177665,Slow
2023-10-02,2023-10-13,4,27061142,2023-12-13,11,72,0.05555555555555555,Medium
2023-10-02,2023-10-22,2,63902113,2024-03-29,20,179,0.0111731843575419,Slow
2023-04-04,2023-04-09,10,5024110,2023-11-12,5,222,0.04504504504504504,Slow
2023-10-25,2023-10-29,6,45223971,2024-05-26,4,214,0.028037383177570093,Slow
2024-05-30,2024-06-02,2,8949397,2025-05-02,3,337,0.005934718100890208,Slow
2023-06-14,2023-06-17,1,82361245,2023-11-10,3,149,0.006711409395973154,Slow
2024-08-21,2024-09-03,11,25498082,2024-11-23,13,94,0.11702127659574468,Medium
2023-06-11,2023-06-26,3,82821180,2024-03-31,15,294,0.01020408163265306,Slow
2023-11-29,2023-12-04,1,12081264,2024-08-16,5,261,0.0038314176245210726,Slow
2024-06-04,2024-06-09,8,14766734,2024-07-08,5,34,0.23529411764705882,Medium
2023-10-02,2023-10-13,4,31727326,2023-10-17,11,15,0.26666666666666666,Fast
2023-01-15,2023-01-22,7,24017491,2023-06-16,7,152,0.046052631578947366,Slow
2023-09-26,2023-09-30,5,88837732,2024-08-05,4,314,0.01592356687898089,Slow
2023-08-16,2023-08-22,6,27164164,2024-04-26,6,254,0.023622047244094488,Slow
2024-04-29,2024-05-05,4,16882128,2024-09-07,6,131,0.030534351145038167,Slow
2024-03-14,2024-03-27,12,33571142,2024-04-11,13,28,0.42857142857142855,Fast
2024-04-07,2024-04-16,9,47802582,2025-04-17,9,375,0.024,Slow
2024-08-10,2024-08-16,10,83183154,2025-04-21,6,254,0.03937007874015748,Slow
2023-07-09,2023-07-15,6,49142828,2023-08-13,6,35,0.17142857142857143,Medium
2024-04-13,2024-04-24,4,89385685,2024-11-24,11,225,0.017777777777777778,Slow
2023-11-30,2023-12-06,7,54376086,2024-12-12,6,378,0.018518518518518517,Slow
2024-02-16,2024-02-18,10,90339546,2024-12-13,2,301,0.03322259136212625,Slow
2024-07-02,2024-07-11,3,75769899,2025-01-03,9,185,0.016216216216216217,Slow
2024-02-19,2024-02-25,11,16524734,2025-01-24,6,340,0.03235294117647059,Slow
2023-07-08,2023-07-17,10,3839772,2024-05-09,9,306,0.032679738562091505,Slow
2023-01-05,2023-01-09,6,6637386,2023-04-04,4,89,0.06741573033707865,Medium
2023-05-25,2023-06-08,2,59479083,2024-01-07,14,227,0.00881057268722467,Slow
2023-03-14,2023-03-26,7,76016496,2023-08-05,12,144,0.04861111111111111,Slow
2024-02-01,2024-02-05,9,88804702,2024-11-29,4,302,0.029801324503311258,Slow
2024-04-20,2024-04-26,11,49998798,2025-02-05,6,291,0.037800687285223365,Slow
2024-05-30,2024-06-05,5,94791504,2024-08-26,6,88,0.056818181818181816,Medium
2024-05-06,2024-05-13,7,37947297,2025-02-12,7,282,0.024822695035460994,Slow
2024-03-02,2024-03-20,3,47271478,2024-07-15,18,135,0.022222222222222223,Slow
2023-10-09,2023-10-17,1,96310516,2024-11-02,8,390,0.002564102564102564,Slow
2023-01-07,2023-01-11,5,43562855,2023-10-13,4,279,0.017921146953405017,Slow
2024-02-28,2024-02-29,11,41564895,2024-03-18,1,19,0.5789473684210527,Fast
2023-12-10,2023-12-19,1,25671825,2023-12-17,9,7,0.14285714285714285,Fast
2023-10-30,2023-11-19,4,18820564,2024-07-27,20,271,0.014760147601476014,Slow
2024-04-03,2024-04-13,7,97860700,2024-08-16,10,135,0.05185185185185185,Slow
2024-05-21,2024-05-28,6,8696859,2025-05-09,7,353,0.0169971671388102,Slow
2023-05-13,2023-05-24,1,36346565,2023-09-20,11,130,0.007692307692307693,Slow
2024-03-18,2024-03-24,9,84483770,2024-05-26,6,69,0.13043478260869565,Medium
2024-02-24,2024-03-04,9,79521059,2024-04-09,9,45,0.2,Medium
2024-01-10,2024-01-28,11,9933018,2024-04-27,18,108,0.10185185185185185,Medium
2023-06-10,2023-06-28,4,75931822,2024-07-10,18,396,0.010101010101010102,Slow
2024-04-20,2024-04-28,5,10715309,2024-05-27,8,37,0.13513513513513514,Medium
2024-06-08,2024-06-21,7,91298032,2025-03-05,13,270,0.025925925925925925,Slow
2024-02-01,2024-02-04,12,30329302,2024-05-16,3,105,0.11428571428571428,Medium
2023-06-03,2023-06-16,5,45176993,2024-02-08,13,250,0.02,Slow
2024-08-14,2024-09-01,7,44663379,2024-10-15,18,62,0.11290322580645161,Medium
2023-12-05,2023-12-17,5,99501200,2024-05-17,12,164,0.03048780487804878,Slow
2024-08-22,2024-08-29,11,30485664,2025-02-26,7,188,0.05851063829787234,Slow
2023-08-17,2023-08-20,6,72781163,2024-06-02,3,290,0.020689655172413793,Slow
2024-04-30,2024-05-12,11,17150799,2025-05-09,12,374,0.029411764705882353,Slow
2024-01-07,2024-01-13,8,44218726,2024-04-17,6,101,0.07920792079207921,Medium
2024-07-24,2024-07-27,4,56378538,2025-02-03,3,194,0.020618556701030927,Slow
2023-06-07,2023-06-22,9,2406737,2024-04-04,15,302,0.029801324503311258,Slow
2023-06-04,2023-06-20,3,85509167,2023-07-19,16,45,0.06666666666666667,Medium
2023-04-14,2023-04-30,12,3291008,2023-08-10,16,118,0.1016949152542373,Medium
2023-12-19,2023-12-25,5,11505496,2024-10-11,6,297,0.016835016835016835,Slow
2023-10-18,2023-11-06,3,45616420,2024-10-14,19,362,0.008287292817679558,Slow
2024-08-20,2024-08-24,8,75412590,2025-04-26,4,249,0.0321285140562249,Slow
2023-06-07,2023-06-17,1,99241095,2023-12-17,10,193,0.0051813471502590676,Slow
2023-01-21,2023-01-22,8,41345112,2024-01-13,1,357,0.022408963585434174,Slow
2023-03-13,2023-04-02,10,58619333,2023-11-04,20,236,0.0423728813559322,Slow
2023-12-07,2023-12-13,9,69672590,2024-04-02,6,117,0.07692307692307693,Medium
2023-01-28,2023-01-29,2,71494254,2023-09-15,1,230,0.008695652173913044,Slow
2023-02-01,2023-02-07,4,92554415,2023-06-13,6,132,0.030303030303030304,Slow
2024-04-12,2024-04-14,6,52295608,2024-09-17,2,158,0.0379746835443038,Slow
2023-10-25,2023-11-05,12,86508137,2024-07-09,11,258,0.046511627906976744,Slow
2024-07-23,2024-08-10,9,43999893,2024-09-03,18,42,0.21428571428571427,Medium
2024-05-22,2024-06-02,8,46334289,2025-02-15,11,269,0.02973977695167286,Slow
2023-12-18,2023-12-28,7,9402954,2024-02-22,10,66,0.10606060606060606,Medium
2024-07-30,2024-07-31,6,48200919,2025-01-05,1,159,0.03773584905660377,Slow
2023-08-10,2023-08-13,7,29076407,2024-04-13,3,247,0.02834008097165992,Slow
2023-11-09,2023-11-13,12,96012048,2024-10-11,4,337,0.03560830860534125,Slow
2024-04-27,2024-05-17,7,92075423,2024-09-26,20,152,0.046052631578947366,Slow
2023-11-08,2023-11-16,11,26673265,2024-11-16,8,374,0.029411764705882353,Slow
2024-06-13,2024-06-19,9,57943432,2025-04-10,6,301,0.029900332225913623,Slow
2024-05-22,2024-06-05,12,47435602,2024-11-19,14,181,0.06629834254143646,Slow
2023-06-07,2023-06-10,2,63306572,2024-02-28,3,266,0.007518796992481203,Slow
2024-04-20,2024-04-27,7,35153785,2024-08-15,7,117,0.05982905982905983,Medium
2023-05-22,2023-05-31,4,71288666,2023-10-10,9,141,0.028368794326241134,Slow
2023-08-21,2023-08-26,11,8642105,2024-03-26,5,218,0.05045871559633028,Slow
2023-12-22,2024-01-07,7,8038340,2024-11-13,16,327,0.021406727828746176,Slow
2024-08-21,2024-09-04,11,73670809,2025-04-15,14,237,0.046413502109704644,Slow
2024-05-07,2024-05-11,10,68389815,2024-07-03,4,57,0.17543859649122806,Medium
2023-05-10,2023-05-15,11,58845483,2024-03-14,5,309,0.03559870550161812,Slow
2024-04-30,2024-05-08,1,96137364,2024-09-05,8,128,0.0078125,Slow
2024-06-27,2024-07-14,5,87797317,2024-10-05,17,100,0.05,Medium
2023-12-05,2023-12-10,12,91805799,2024-04-23,5,140,0.08571428571428572,Slow
2023-11-21,2023-11-26,12,80144556,2024-09-06,5,290,0.041379310344827586,Slow
2024-04-08,2024-04-27,11,64999882,2024-12-22,19,258,0.04263565891472868,Slow
2024-04-06,2024-04-13,4,68322743,2025-03-02,7,330,0.012121212121212121,Slow
2023-01-30,2023-02-14,8,65222016,2023-06-13,15,134,0.05970149253731343,Slow
2024-01-29,2024-02-07,5,91861620,2024-10-04,9,249,0.020080321285140562,Slow
2024-08-18,2024-08-28,4,82637358,2025-04-17,10,242,0.01652892561983471,Slow
2023-07-07,2023-07-17,3,69702025,2023-10-26,10,111,0.02702702702702703,Medium
2023-06-19,2023-06-26,8,19460754,2024-06-29,7,376,0.02127659574468085,Slow
2024-05-10,2024-05-24,11,40732272,2025-01-11,14,246,0.044715447154471545,Slow
2024-07-05,2024-07-13,7,97448772,2024-07-17,8,12,0.5833333333333334,Fast
2023-02-27,2023-03-12,10,21158221,2023-07-03,13,126,0.07936507936507936,Slow
2023-09-19,2023-10-07,7,31101306,2024-06-13,18,268,0.026119402985074626,Slow
2024-02-05,2024-02-10,1,57324307,2024-10-11,5,249,0.004016064257028112,Slow
2023-09-08,2023-09-23,7,65624585,2023-11-06,15,59,0.11864406779661017,Medium
2024-01-27,2024-01-28,2,45926197,2024-12-04,1,312,0.00641025641025641,Slow
2023-08-29,2023-09-05,7,88698016,2024-08-11,7,348,0.020114942528735632,Slow
2023-08-09,2023-08-11,8,12091250,2024-07-24,2,350,0.022857142857142857,Slow
2023-03-26,2023-04-06,10,40630861,2023-09-30,11,188,0.05319148936170213,Slow
2024-08-06,2024-08-08,2,15679701,2025-02-06,2,184,0.010869565217391304,Slow
2023-03-20,2023-03-27,7,10200799,2023-08-31,7,164,0.042682926829268296,Slow
2023-01-30,2023-02-12,3,67436436,2023-03-21,13,50,0.06,Medium
2024-07-11,2024-07-25,7,27960233,2025-08-14,14,399,0.017543859649122806,Slow
2024-07-01,2024-07-04,9,85544394,2025-04-30,3,303,0.0297029702970297,Slow
2024-07-17,2024-07-31,1,76865925,2025-08-05,14,384,0.0026041666666666665,Slow
2024-04-14,2024-04-21,10,9376584,2024-07-20,7,97,0.10309278350515463,Medium
2024-02-16,2024-02-26,3,2984524,2024-03-15,10,28,0.10714285714285714,Fast
2023-04-23,2023-05-12,10,20110321,2024-03-20,19,332,0.030120481927710843,Slow
2023-12-09,2023-12-20,1,23274330,2024-03-06,11,88,0.011363636363636364,Medium
2023-01-01,2023-01-15,10,74006991,2024-01-04,14,368,0.02717391304347826,Slow
2024-05-25,2024-06-07,8,1455488,2025-05-05,13,345,0.02318840579710145,Slow
2023-06-28,2023-07-07,5,78969501,2023-08-05,9,38,0.13157894736842105,Medium
2023-02-15,2023-02-21,11,31519587,2023-09-01,6,198,0.05555555555555555,Slow
2024-03-28,2024-04-02,2,91068628,2025-03-10,5,347,0.005763688760806916,Slow
2024-05-09,2024-05-24,5,77438383,2025-02-05,15,272,0.01838235294117647,Slow
2024-03-18,2024-03-20,12,72498417,2025-04-16,2,394,0.030456852791878174,Slow
2023-03-23,2023-04-07,7,98521933,2023-06-04,15,73,0.0958904109589041,Medium
2023-02-01,2023-02-17,8,74056756,2023-04-14,16,72,0.1111111111111111,Medium
2023-11-15,2023-11-22,3,98015729,2024-03-09,7,115,0.02608695652173913,Medium
2023-06-03,2023-06-20,6,35836518,2024-06-06,17,369,0.016260162601626018,Slow
2023-08-08,2023-08-20,11,23878202,2023-09-13,12,36,0.3055555555555556,Medium
2023-09-11,2023-09-22,5,42186456,2024-06-19,11,282,0.01773049645390071,Slow
2023-12-29,2023-12-30,4,27608988,2024-09-21,1,267,0.0149812734082397,Slow
2023-11-01,2023-11-20,10,55434084,2024-10-20,19,354,0.02824858757062147,Slow
2024-05-22,2024-05-25,2,52519069,2024-11-11,3,173,0.011560693641618497,Slow
2023-08-25,2023-09-04,6,2895801,2023-11-03,10,70,0.08571428571428572,Medium
2024-04-24,2024-05-06,1,7727386,2025-05-15,12,386,0.0025906735751295338,Slow
2023-01-18,2023-01-31,1,66951447,2023-10-19,13,274,0.0036496350364963502,Slow
2024-02-28,2024-03-19,2,70463396,2024-12-28,20,304,0.006578947368421052,Slow
2023-10-20,2023-11-04,4,13501810,2024-02-23,15,126,0.031746031746031744,Slow
2024-05-30,2024-06-07,5,78925544,2025-02-20,8,266,0.018796992481203006,Slow
2024-07-12,2024-07-15,6,28206593,2025-07-16,3,369,0.016260162601626018,Slow
2024-05-26,2024-05-27,4,9751726,2025-01-11,1,230,0.017391304347826087,Slow
2023-05-11,2023-05-30,8,2693948,2023-12-18,19,221,0.03619909502262444,Slow
2023-07-28,2023-07-29,5,49661810,2023-09-02,1,36,0.1388888888888889,Medium
2023-11-05,2023-11-23,11,8142730,2024-07-23,18,261,0.0421455938697318,Slow
2024-06-05,2024-06-16,8,16064558,2025-07-10,11,400,0.02,Slow
2024-05-23,2024-05-29,2,82461512,2025-02-17,6,270,0.007407407407407408,Slow
2023-08-03,2023-08-04,1,59654014,2023-10-27,1,85,0.011764705882352941,Medium
2023-04-23,2023-05-13,4,60142351,2023-12-25,20,246,0.016260162601626018,Slow
2023-10-28,2023-11-09,10,43423657,2024-08-06,12,283,0.0353356890459364,Slow
2023-01-01,2023-01-15,7,21767160,2023-10-12,14,284,0.02464788732394366,Slow
2024-03-13,2024-03-16,7,38497530,2024-06-05,3,84,0.08333333333333333,Medium
2024-05-01,2024-05-04,3,77438796,2025-04-01,3,335,0.008955223880597015,Slow
2024-02-18,2024-03-04,4,38527028,2025-03-03,15,379,0.010554089709762533,Slow
2023-12-19,2023-12-24,10,59015218,2024-12-11,5,358,0.027932960893854747,Slow
2023-06-21,2023-07-05,12,94888887,2024-07-08,14,383,0.031331592689295036,Slow
2023-08-09,2023-08-16,3,40085879,2024-05-01,7,266,0.011278195488721804,Slow
2023-02-06,2023-02-09,2,58991280,2023-03-27,3,49,0.04081632653061224,Medium
2023-05-25,2023-06-09,10,43984035,2023-08-20,15,87,0.11494252873563218,Medium
2023-12-09,2023-12-16,3,77183107,2024-10-14,7,310,0.00967741935483871,Slow
2023-09-28,2023-10-13,1,68879609,2024-06-19,15,265,0.0037735849056603774,Slow
2023-09-06,2023-09-13,5,88475985,2024-07-01,7,299,0.016722408026755852,Slow
2023-03-13,2023-03-19,1,30806776,2023-10-16,6,217,0.004608294930875576,Slow
2024-05-23,2024-06-01,3,27360050,2024-11-11,9,172,0.01744186046511628,Slow
2023-07-15,2023-07-25,7,2873387,2024-05-25,10,315,0.022222222222222223,Slow
2023-08-27,2023-09-04,10,19837013,2023-12-23,8,118,0.0847457627118644,Medium
2023-11-24,2023-12-09,7,10423771,2024-03-07,15,104,0.0673076923076923,Medium
2024-06-08,2024-06-22,10,91199706,2024-11-07,14,152,0.06578947368421052,Slow
2024-03-14,2024-03-31,7,52043918,2024-11-14,17,245,0.02857142857142857,Slow
2024-01-13,2024-01-22,2,74305841,2024-04-02,9,80,0.025,Medium
2024-02-23,2024-03-13,10,42657938,2024-12-03,19,284,0.035211267605633804,Slow
2023-01-17,2023-01-28,8,48829623,2023-11-29,11,316,0.02531645569620253,Slow
2024-01-27,2024-02-16,12,39330818,2024-12-18,20,326,0.03680981595092025,Slow
2024-04-23,2024-05-04,5,51700370,2025-03-14,11,325,0.015384615384615385,Slow
2023-12-04,2023-12-24,7,19505155,2024-04-12,20,130,0.05384615384615385,Slow
2023-11-02,2023-11-14,4,18006901,2024-01-22,12,81,0.04938271604938271,Medium
2023-04-24,2023-05-04,3,91995375,2023-10-18,10,177,0.01694915254237288,Slow
2024-02-28,2024-03-14,7,93897965,2024-06-25,15,118,0.059322033898305086,Medium
2023-02-02,2023-02-13,1,71478863,2023-06-22,11,140,0.007142857142857143,Slow
2024-02-19,2024-02-28,10,95021445,2025-01-01,9,317,0.031545741324921134,Slow
2024-05-23,2024-06-04,4,59317529,2025-06-02,12,375,0.010666666666666666,Slow
